Produto;Codigo_do_produto;Descricao_do_produto;Tamanho;Codigo_do_tamanho;Quantidade_de_vendas;Valor_do_pedido;Negocio;Genero;Cor;Codigo_da_cor;Data_da_venda
Sapatênis;PRD1405;Sapatênis Pro;44;TAM44;14;R$ 776,45;Esportivo;Infantil;Azul;CORAZU;03/01/2025
Tênis;PRD4348;Tênis Comfort;36;TAM36;85;R$ 196,43;Aventura;Unissex;Cinza;CORCIN;22/05/2024
Chuteira;PRD3691;Chuteira Runner;44;TAM44;89;R$ 592,21;Social;Masculino;Marrom;CORMAR;24/02/2024
Chuteira;PRD1621;Chuteira Pro;38;TAM38;45;R$ 412,61;Aventura;Infantil;Azul;CORAZU;30/01/2025
Sapato;PRD4702;Sapato Urban;38;TAM38;14;R$ 571,23;Infantil;Infantil;Branco;CORBRA;06/12/2024
Chinelo;PRD7208;Chinelo Pro;36;TAM36;92;R$ 295,39;Casual;Unissex;Vermelho;CORVER;21/01/2025
Crocs;PRD2565;Crocs Urban;41;TAM41;8;R$ 529,90;Social;Feminino;Vermelho;CORVER;29/07/2024
Papete;PRD6023;Papete Comfort;39;TAM39;77;R$ 604,45;Aventura;Masculino;Bege;CORBEG;07/07/2024
Chuteira;PRD1872;Chuteira Urban;43;TAM43;65;R$ 611,14;Esportivo;Masculino;Marrom;CORMAR;03/02/2024
Chuteira;PRD1536;Chuteira Comfort;37;TAM37;85;R$ 697,81;Aventura;Infantil;Amarelo;CORAMA;04/04/2024
Sandália;PRD6197;Sandália Runner;38;TAM38;59;R$ 246,52;Casual;Unissex;Preto;CORPRE;22/10/2024
Tênis;PRD2140;Tênis Urban;35;TAM35;10;R$ 307,35;Esportivo;Unissex;Bege;CORBEG;03/09/2024
Tênis;PRD5973;Tênis Pro;36;TAM36;86;R$ 442,65;Casual;Unissex;Branco;CORBRA;15/10/2024
Chuteira;PRD1518;Chuteira Pro;44;TAM44;73;R$ 694,73;Social;Unissex;Azul;CORAZU;10/12/2024
Sapato;PRD5326;Sapato Max;34;TAM34;73;R$ 501,56;Aventura;Infantil;Amarelo;CORAMA;28/02/2024
Sapatênis;PRD9640;Sapatênis Runner;39;TAM39;49;R$ 312,62;Esportivo;Unissex;Vermelho;CORVER;06/02/2024
Chuteira;PRD7341;Chuteira Comfort;35;TAM35;97;R$ 386,54;Infantil;Infantil;Bege;CORBEG;17/04/2024
Chinelo;PRD6235;Chinelo Urban;37;TAM37;27;R$ 674,92;Social;Masculino;Marrom;CORMAR;27/11/2024
Chuteira;PRD8964;Chuteira Pro;40;TAM40;32;R$ 479,86;Social;Feminino;Marrom;CORMAR;29/06/2024
Tênis;PRD3284;Tênis Urban;37;TAM37;29;R$ 707,56;Aventura;Unissex;Marrom;CORMAR;03/04/2024
Chuteira;PRD1609;Chuteira Flex;42;TAM42;34;R$ 691,48;Social;Feminino;Verde;CORVER;23/07/2024
Tênis;PRD7010;Tênis Flex;40;TAM40;35;R$ 607,62;Social;Unissex;Branco;CORBRA;02/12/2024
Crocs;PRD7367;Crocs Runner;42;TAM42;6;R$ 406,75;Esportivo;Unissex;Cinza;CORCIN;28/05/2024
Chuteira;PRD8414;Chuteira Pro;37;TAM37;16;R$ 230,52;Social;Unissex;Branco;CORBRA;15/01/2025
Papete;PRD6726;Papete Urban;39;TAM39;34;R$ 753,07;Infantil;Masculino;Azul;CORAZU;04/07/2024
Tênis;PRD7025;Tênis Comfort;39;TAM39;30;R$ 398,77;Casual;Unissex;Vermelho;CORVER;10/01/2024
Chinelo;PRD4880;Chinelo Max;42;TAM42;76;R$ 785,29;Infantil;Infantil;Branco;CORBRA;26/06/2024
Crocs;PRD4456;Crocs Comfort;39;TAM39;21;R$ 126,84;Aventura;Infantil;Cinza;CORCIN;03/08/2024
Chuteira;PRD2491;Chuteira Pro;42;TAM42;30;R$ 181,49;Esportivo;Unissex;Branco;CORBRA;20/07/2024
Papete;PRD3909;Papete Pro;34;TAM34;17;R$ 214,30;Infantil;Masculino;Branco;CORBRA;14/04/2024
Mocassim;PRD9588;Mocassim Lite;43;TAM43;2;R$ 522,27;Esportivo;Unissex;Preto;CORPRE;23/12/2024
Bota;PRD1264;Bota Runner;43;TAM43;97;R$ 491,25;Esportivo;Infantil;Rosa;CORROS;04/08/2024
Mocassim;PRD9938;Mocassim Max;42;TAM42;71;R$ 712,30;Social;Unissex;Marrom;CORMAR;21/12/2024
Chuteira;PRD7881;Chuteira Lite;39;TAM39;27;R$ 379,63;Esportivo;Infantil;Verde;CORVER;28/06/2024
Bota;PRD6664;Bota Urban;44;TAM44;35;R$ 124,66;Esportivo;Feminino;Branco;CORBRA;03/12/2024
Bota;PRD3835;Bota Pro;38;TAM38;50;R$ 500,70;Casual;Feminino;Verde;CORVER;24/06/2024
Bota;PRD7915;Bota Max;40;TAM40;55;R$ 761,56;Aventura;Infantil;Vermelho;CORVER;27/04/2024
Mocassim;PRD4677;Mocassim Comfort;41;TAM41;88;R$ 544,86;Esportivo;Infantil;Cinza;CORCIN;21/07/2024
Chinelo;PRD7817;Chinelo Comfort;43;TAM43;59;R$ 373,01;Social;Unissex;Vermelho;CORVER;09/08/2024
Chuteira;PRD7746;Chuteira Max;42;TAM42;13;R$ 120,01;Aventura;Masculino;Azul;CORAZU;09/01/2025
Bota;PRD3322;Bota Lite;38;TAM38;36;R$ 718,33;Esportivo;Infantil;Azul;CORAZU;08/12/2024
Mocassim;PRD3860;Mocassim Flex;42;TAM42;39;R$ 323,14;Casual;Masculino;Marrom;CORMAR;06/07/2024
Sandália;PRD6523;Sandália Comfort;35;TAM35;2;R$ 131,24;Casual;Unissex;Branco;CORBRA;16/07/2024
Tênis;PRD8129;Tênis Lite;44;TAM44;98;R$ 203,61;Casual;Unissex;Branco;CORBRA;01/06/2024
Sapato;PRD1878;Sapato Max;37;TAM37;1;R$ 451,79;Social;Unissex;Azul;CORAZU;22/10/2024
Chinelo;PRD6701;Chinelo Pro;40;TAM40;23;R$ 267,92;Infantil;Infantil;Cinza;CORCIN;05/04/2024
Crocs;PRD6858;Crocs Max;39;TAM39;92;R$ 573,97;Infantil;Masculino;Preto;CORPRE;04/06/2024
Bota;PRD2611;Bota Urban;44;TAM44;33;R$ 484,43;Casual;Unissex;Cinza;CORCIN;24/02/2024
Sandália;PRD9404;Sandália Urban;40;TAM40;66;R$ 165,01;Aventura;Masculino;Rosa;CORROS;23/02/2024
Tênis;PRD5482;Tênis Comfort;41;TAM41;57;R$ 449,56;Social;Infantil;Amarelo;CORAMA;11/06/2024
Sandália;PRD2224;Sandália Runner;42;TAM42;71;R$ 762,23;Aventura;Feminino;Verde;CORVER;19/10/2024
Sapatênis;PRD1102;Sapatênis Max;36;TAM36;10;R$ 692,31;Social;Infantil;Branco;CORBRA;15/02/2024
Chinelo;PRD1499;Chinelo Max;38;TAM38;47;R$ 445,16;Casual;Unissex;Azul;CORAZU;26/07/2024
Mocassim;PRD4925;Mocassim Comfort;40;TAM40;40;R$ 696,36;Social;Masculino;Vermelho;CORVER;30/07/2024
Sandália;PRD9701;Sandália Runner;36;TAM36;39;R$ 138,68;Social;Unissex;Marrom;CORMAR;29/11/2024
Tênis;PRD4466;Tênis Max;44;TAM44;69;R$ 749,55;Esportivo;Unissex;Rosa;CORROS;18/09/2024
Bota;PRD2426;Bota Urban;36;TAM36;45;R$ 356,04;Social;Masculino;Azul;CORAZU;14/01/2025
Tênis;PRD4800;Tênis Urban;42;TAM42;77;R$ 123,37;Esportivo;Feminino;Vermelho;CORVER;26/02/2024
Sapato;PRD9865;Sapato Comfort;43;TAM43;2;R$ 770,81;Infantil;Masculino;Amarelo;CORAMA;24/03/2024
Sapato;PRD3258;Sapato Lite;35;TAM35;70;R$ 174,17;Infantil;Infantil;Marrom;CORMAR;15/03/2024
Papete;PRD1440;Papete Urban;38;TAM38;56;R$ 457,82;Aventura;Unissex;Preto;CORPRE;02/03/2024
Sapatênis;PRD2121;Sapatênis Runner;41;TAM41;8;R$ 579,73;Esportivo;Unissex;Marrom;CORMAR;21/06/2024
Bota;PRD7990;Bota Urban;42;TAM42;96;R$ 383,96;Casual;Infantil;Rosa;CORROS;26/12/2024
Bota;PRD8055;Bota Runner;41;TAM41;62;R$ 312,36;Esportivo;Unissex;Verde;CORVER;01/01/2024
Papete;PRD7990;Papete Runner;37;TAM37;80;R$ 224,09;Esportivo;Infantil;Bege;CORBEG;28/01/2024
Tênis;PRD1747;Tênis Urban;42;TAM42;4;R$ 674,32;Aventura;Masculino;Amarelo;CORAMA;16/03/2024
Chinelo;PRD5503;Chinelo Lite;38;TAM38;22;R$ 381,12;Social;Unissex;Preto;CORPRE;31/03/2024
Tênis;PRD9115;Tênis Lite;39;TAM39;82;R$ 365,18;Social;Infantil;Vermelho;CORVER;26/11/2024
Papete;PRD8845;Papete Max;38;TAM38;26;R$ 367,27;Social;Masculino;Rosa;CORROS;10/11/2024
Sapato;PRD3116;Sapato Lite;41;TAM41;52;R$ 518,96;Infantil;Unissex;Bege;CORBEG;14/03/2024
Sapatênis;PRD4671;Sapatênis Pro;40;TAM40;83;R$ 502,55;Casual;Masculino;Bege;CORBEG;15/02/2024
Chinelo;PRD6330;Chinelo Comfort;37;TAM37;22;R$ 639,13;Social;Feminino;Vermelho;CORVER;13/02/2024
Sapatênis;PRD8334;Sapatênis Comfort;37;TAM37;33;R$ 519,80;Casual;Unissex;Rosa;CORROS;23/04/2024
Papete;PRD6333;Papete Urban;42;TAM42;77;R$ 110,44;Social;Masculino;Verde;CORVER;26/08/2024
Bota;PRD6985;Bota Pro;34;TAM34;34;R$ 760,30;Social;Infantil;Bege;CORBEG;11/04/2024
Mocassim;PRD5930;Mocassim Urban;34;TAM34;39;R$ 127,39;Aventura;Feminino;Vermelho;CORVER;04/01/2025
Crocs;PRD3830;Crocs Flex;44;TAM44;86;R$ 293,88;Social;Masculino;Branco;CORBRA;13/10/2024
Chuteira;PRD7644;Chuteira Comfort;34;TAM34;11;R$ 744,11;Esportivo;Masculino;Branco;CORBRA;07/01/2024
Tênis;PRD6839;Tênis Pro;34;TAM34;36;R$ 490,69;Casual;Unissex;Branco;CORBRA;21/07/2024
Chinelo;PRD4091;Chinelo Runner;42;TAM42;11;R$ 411,04;Infantil;Feminino;Bege;CORBEG;28/06/2024
Chinelo;PRD7915;Chinelo Runner;37;TAM37;93;R$ 620,29;Aventura;Feminino;Amarelo;CORAMA;16/02/2024
Chuteira;PRD2958;Chuteira Urban;35;TAM35;64;R$ 190,25;Aventura;Feminino;Amarelo;CORAMA;25/07/2024
Sapatênis;PRD1344;Sapatênis Flex;40;TAM40;76;R$ 645,75;Casual;Unissex;Branco;CORBRA;06/05/2024
Chuteira;PRD5506;Chuteira Runner;38;TAM38;98;R$ 326,01;Esportivo;Feminino;Bege;CORBEG;18/08/2024
Crocs;PRD1612;Crocs Urban;43;TAM43;16;R$ 584,05;Esportivo;Infantil;Verde;CORVER;11/05/2024
Mocassim;PRD4499;Mocassim Flex;39;TAM39;88;R$ 668,79;Social;Masculino;Bege;CORBEG;18/01/2025
Crocs;PRD4814;Crocs Runner;39;TAM39;1;R$ 492,80;Social;Masculino;Cinza;CORCIN;01/09/2024
Tênis;PRD3625;Tênis Flex;43;TAM43;48;R$ 367,76;Social;Infantil;Preto;CORPRE;15/06/2024
Mocassim;PRD9922;Mocassim Max;37;TAM37;73;R$ 276,67;Infantil;Infantil;Verde;CORVER;24/01/2025
Sapatênis;PRD8980;Sapatênis Max;37;TAM37;74;R$ 164,61;Social;Masculino;Preto;CORPRE;26/07/2024
Tênis;PRD3459;Tênis Flex;39;TAM39;1;R$ 383,95;Aventura;Unissex;Vermelho;CORVER;17/12/2024
Bota;PRD7835;Bota Runner;35;TAM35;45;R$ 178,63;Infantil;Infantil;Bege;CORBEG;11/04/2024
Papete;PRD1213;Papete Urban;41;TAM41;16;R$ 482,23;Aventura;Masculino;Verde;CORVER;02/03/2024
Sandália;PRD7153;Sandália Flex;38;TAM38;55;R$ 285,53;Esportivo;Masculino;Verde;CORVER;18/10/2024
Tênis;PRD2070;Tênis Lite;36;TAM36;17;R$ 267,06;Infantil;Masculino;Marrom;CORMAR;07/11/2024
Chinelo;PRD4040;Chinelo Urban;42;TAM42;40;R$ 327,89;Social;Feminino;Amarelo;CORAMA;16/04/2024
Sapato;PRD3148;Sapato Lite;42;TAM42;83;R$ 651,47;Social;Unissex;Preto;CORPRE;23/10/2024
Tênis;PRD9671;Tênis Comfort;41;TAM41;46;R$ 683,10;Infantil;Infantil;Cinza;CORCIN;05/08/2024
Papete;PRD5031;Papete Flex;35;TAM35;70;R$ 331,53;Social;Feminino;Verde;CORVER;08/04/2024
Sapatênis;PRD2434;Sapatênis Pro;38;TAM38;9;R$ 788,13;Infantil;Masculino;Verde;CORVER;16/06/2024
Chinelo;PRD5907;Chinelo Runner;37;TAM37;25;R$ 543,47;Infantil;Unissex;Verde;CORVER;06/10/2024
Sapato;PRD2081;Sapato Pro;42;TAM42;33;R$ 241,87;Casual;Unissex;Branco;CORBRA;11/12/2024
Sapatênis;PRD9542;Sapatênis Runner;39;TAM39;19;R$ 567,28;Aventura;Feminino;Cinza;CORCIN;17/12/2024
Chinelo;PRD5040;Chinelo Max;36;TAM36;43;R$ 258,78;Social;Masculino;Bege;CORBEG;23/11/2024
Sapatênis;PRD2389;Sapatênis Urban;38;TAM38;23;R$ 166,11;Esportivo;Feminino;Verde;CORVER;26/03/2024
Sapatênis;PRD1490;Sapatênis Flex;37;TAM37;50;R$ 390,77;Infantil;Infantil;Cinza;CORCIN;27/02/2024
Papete;PRD8009;Papete Urban;35;TAM35;50;R$ 473,83;Infantil;Unissex;Azul;CORAZU;25/10/2024
Crocs;PRD8984;Crocs Flex;42;TAM42;71;R$ 655,92;Infantil;Feminino;Branco;CORBRA;23/01/2025
Sapato;PRD5149;Sapato Pro;36;TAM36;76;R$ 277,98;Casual;Masculino;Amarelo;CORAMA;02/06/2024
Sapato;PRD9118;Sapato Pro;43;TAM43;41;R$ 742,94;Aventura;Unissex;Bege;CORBEG;24/01/2024
Bota;PRD7068;Bota Urban;35;TAM35;37;R$ 183,24;Casual;Masculino;Preto;CORPRE;04/06/2024
Sapato;PRD8573;Sapato Lite;40;TAM40;10;R$ 686,01;Esportivo;Feminino;Marrom;CORMAR;13/03/2024
Bota;PRD6333;Bota Max;38;TAM38;22;R$ 592,29;Infantil;Infantil;Verde;CORVER;27/02/2024
Mocassim;PRD2425;Mocassim Runner;43;TAM43;77;R$ 145,13;Casual;Feminino;Verde;CORVER;28/02/2024
Sandália;PRD5450;Sandália Pro;37;TAM37;53;R$ 440,24;Social;Masculino;Cinza;CORCIN;29/10/2024
Sapato;PRD7832;Sapato Comfort;38;TAM38;31;R$ 194,72;Casual;Masculino;Amarelo;CORAMA;01/08/2024
Tênis;PRD8443;Tênis Lite;35;TAM35;39;R$ 424,90;Casual;Unissex;Azul;CORAZU;23/02/2024
Sandália;PRD6453;Sandália Urban;35;TAM35;29;R$ 231,47;Aventura;Unissex;Marrom;CORMAR;27/12/2024
Sapatênis;PRD6554;Sapatênis Pro;38;TAM38;40;R$ 102,16;Infantil;Masculino;Cinza;CORCIN;18/01/2025
Crocs;PRD2875;Crocs Comfort;38;TAM38;51;R$ 400,62;Infantil;Unissex;Verde;CORVER;02/12/2024
Sapato;PRD9919;Sapato Max;37;TAM37;36;R$ 397,26;Social;Infantil;Branco;CORBRA;08/03/2024
Bota;PRD3494;Bota Runner;40;TAM40;91;R$ 212,52;Casual;Feminino;Cinza;CORCIN;02/06/2024
Papete;PRD6390;Papete Pro;37;TAM37;5;R$ 453,49;Aventura;Feminino;Preto;CORPRE;17/04/2024
Sapato;PRD7671;Sapato Urban;41;TAM41;4;R$ 630,56;Casual;Masculino;Verde;CORVER;16/01/2025
Sapato;PRD1077;Sapato Urban;44;TAM44;6;R$ 270,09;Social;Feminino;Bege;CORBEG;11/03/2024
Bota;PRD7054;Bota Pro;40;TAM40;92;R$ 578,27;Infantil;Unissex;Marrom;CORMAR;04/10/2024
Papete;PRD1201;Papete Max;37;TAM37;23;R$ 489,14;Infantil;Infantil;Cinza;CORCIN;05/08/2024
Bota;PRD4002;Bota Comfort;40;TAM40;44;R$ 668,42;Infantil;Masculino;Azul;CORAZU;08/11/2024
Chinelo;PRD1452;Chinelo Comfort;44;TAM44;79;R$ 605,34;Social;Infantil;Preto;CORPRE;18/05/2024
Sapato;PRD6047;Sapato Runner;36;TAM36;13;R$ 601,71;Casual;Infantil;Vermelho;CORVER;06/04/2024
Sapato;PRD7885;Sapato Flex;43;TAM43;70;R$ 379,66;Social;Infantil;Cinza;CORCIN;16/11/2024
Bota;PRD4819;Bota Urban;41;TAM41;72;R$ 684,64;Social;Unissex;Verde;CORVER;21/01/2024
Tênis;PRD5954;Tênis Comfort;36;TAM36;58;R$ 708,19;Infantil;Masculino;Marrom;CORMAR;30/12/2024
Bota;PRD3148;Bota Max;42;TAM42;78;R$ 729,57;Esportivo;Masculino;Amarelo;CORAMA;30/06/2024
Crocs;PRD6115;Crocs Flex;38;TAM38;13;R$ 258,65;Social;Feminino;Rosa;CORROS;18/04/2024
Bota;PRD4197;Bota Runner;34;TAM34;55;R$ 501,14;Aventura;Feminino;Bege;CORBEG;14/04/2024
Crocs;PRD5963;Crocs Urban;38;TAM38;3;R$ 655,35;Infantil;Masculino;Bege;CORBEG;14/09/2024
Tênis;PRD8561;Tênis Lite;40;TAM40;95;R$ 681,87;Infantil;Unissex;Branco;CORBRA;30/07/2024
Mocassim;PRD1394;Mocassim Comfort;44;TAM44;87;R$ 304,72;Social;Feminino;Vermelho;CORVER;19/12/2024
Mocassim;PRD9133;Mocassim Pro;34;TAM34;27;R$ 188,35;Social;Infantil;Cinza;CORCIN;21/09/2024
Sapatênis;PRD3195;Sapatênis Max;34;TAM34;30;R$ 151,21;Social;Unissex;Cinza;CORCIN;22/08/2024
Chinelo;PRD3431;Chinelo Flex;42;TAM42;15;R$ 683,57;Infantil;Unissex;Bege;CORBEG;22/06/2024
Chuteira;PRD3005;Chuteira Flex;41;TAM41;54;R$ 493,44;Infantil;Masculino;Marrom;CORMAR;29/01/2024
Papete;PRD4088;Papete Runner;36;TAM36;29;R$ 246,36;Social;Masculino;Bege;CORBEG;31/12/2024
Mocassim;PRD3712;Mocassim Lite;37;TAM37;48;R$ 720,63;Infantil;Infantil;Preto;CORPRE;23/11/2024
Tênis;PRD8534;Tênis Lite;41;TAM41;60;R$ 707,29;Casual;Feminino;Marrom;CORMAR;25/06/2024
Sapatênis;PRD5017;Sapatênis Runner;42;TAM42;93;R$ 631,50;Aventura;Masculino;Amarelo;CORAMA;08/03/2024
Crocs;PRD4989;Crocs Max;42;TAM42;17;R$ 717,87;Infantil;Masculino;Marrom;CORMAR;01/01/2024
Tênis;PRD2416;Tênis Urban;34;TAM34;71;R$ 187,46;Casual;Feminino;Amarelo;CORAMA;02/11/2024
Mocassim;PRD3972;Mocassim Pro;39;TAM39;19;R$ 718,26;Esportivo;Infantil;Azul;CORAZU;10/09/2024
Bota;PRD5336;Bota Runner;35;TAM35;29;R$ 163,22;Casual;Feminino;Branco;CORBRA;30/08/2024
Chinelo;PRD9960;Chinelo Runner;41;TAM41;72;R$ 140,19;Social;Feminino;Amarelo;CORAMA;25/01/2024
Sandália;PRD5823;Sandália Urban;44;TAM44;79;R$ 492,39;Infantil;Feminino;Verde;CORVER;09/09/2024
Chuteira;PRD4536;Chuteira Flex;43;TAM43;71;R$ 502,21;Infantil;Feminino;Vermelho;CORVER;05/03/2024
Bota;PRD1402;Bota Runner;37;TAM37;79;R$ 711,60;Casual;Feminino;Amarelo;CORAMA;02/05/2024
Papete;PRD6981;Papete Lite;38;TAM38;59;R$ 616,78;Esportivo;Masculino;Vermelho;CORVER;08/04/2024
Crocs;PRD3942;Crocs Pro;35;TAM35;87;R$ 252,01;Casual;Unissex;Preto;CORPRE;04/02/2024
Chuteira;PRD1776;Chuteira Runner;38;TAM38;21;R$ 510,38;Aventura;Feminino;Preto;CORPRE;17/09/2024
Chuteira;PRD2074;Chuteira Max;40;TAM40;92;R$ 362,97;Infantil;Infantil;Verde;CORVER;06/07/2024
Chuteira;PRD2812;Chuteira Comfort;36;TAM36;6;R$ 712,00;Aventura;Infantil;Preto;CORPRE;23/11/2024
Mocassim;PRD1919;Mocassim Runner;38;TAM38;68;R$ 581,92;Social;Feminino;Preto;CORPRE;30/01/2024
Sapatênis;PRD5120;Sapatênis Urban;42;TAM42;97;R$ 544,74;Social;Masculino;Marrom;CORMAR;07/11/2024
Crocs;PRD2002;Crocs Pro;43;TAM43;74;R$ 496,15;Casual;Unissex;Rosa;CORROS;28/09/2024
Sapatênis;PRD8663;Sapatênis Pro;36;TAM36;12;R$ 609,10;Casual;Infantil;Amarelo;CORAMA;19/11/2024
Sandália;PRD2175;Sandália Comfort;41;TAM41;45;R$ 571,96;Social;Feminino;Branco;CORBRA;10/09/2024
Sapatênis;PRD3032;Sapatênis Comfort;39;TAM39;3;R$ 160,01;Social;Unissex;Rosa;CORROS;13/04/2024
Papete;PRD6550;Papete Comfort;35;TAM35;59;R$ 627,92;Esportivo;Infantil;Verde;CORVER;26/08/2024
Papete;PRD1446;Papete Max;39;TAM39;76;R$ 644,17;Infantil;Masculino;Rosa;CORROS;10/10/2024
Bota;PRD8421;Bota Comfort;40;TAM40;100;R$ 471,90;Aventura;Masculino;Amarelo;CORAMA;16/05/2024
Chuteira;PRD6288;Chuteira Flex;39;TAM39;14;R$ 428,92;Social;Infantil;Cinza;CORCIN;02/07/2024
Papete;PRD9238;Papete Pro;39;TAM39;79;R$ 133,29;Aventura;Infantil;Azul;CORAZU;31/01/2025
Bota;PRD9297;Bota Comfort;38;TAM38;18;R$ 475,02;Aventura;Unissex;Branco;CORBRA;09/09/2024
Mocassim;PRD8390;Mocassim Runner;34;TAM34;17;R$ 759,54;Infantil;Infantil;Vermelho;CORVER;15/03/2024
Sapatênis;PRD4154;Sapatênis Urban;35;TAM35;6;R$ 589,39;Aventura;Unissex;Bege;CORBEG;05/03/2024
Sandália;PRD1275;Sandália Pro;44;TAM44;65;R$ 513,04;Social;Feminino;Amarelo;CORAMA;29/04/2024
Sapatênis;PRD1260;Sapatênis Flex;34;TAM34;15;R$ 152,43;Social;Feminino;Verde;CORVER;28/03/2024
Mocassim;PRD1164;Mocassim Flex;35;TAM35;4;R$ 205,28;Aventura;Infantil;Vermelho;CORVER;29/05/2024
Chinelo;PRD7427;Chinelo Max;44;TAM44;56;R$ 651,35;Esportivo;Infantil;Cinza;CORCIN;11/05/2024
Papete;PRD6356;Papete Runner;37;TAM37;37;R$ 103,25;Casual;Feminino;Marrom;CORMAR;28/10/2024
Mocassim;PRD1123;Mocassim Urban;39;TAM39;95;R$ 331,52;Social;Infantil;Cinza;CORCIN;10/03/2024
Chinelo;PRD9250;Chinelo Runner;39;TAM39;90;R$ 607,87;Aventura;Unissex;Branco;CORBRA;19/07/2024
Bota;PRD1921;Bota Lite;39;TAM39;47;R$ 665,87;Infantil;Feminino;Cinza;CORCIN;16/11/2024
Bota;PRD1379;Bota Comfort;36;TAM36;75;R$ 222,18;Casual;Unissex;Cinza;CORCIN;02/08/2024
Chinelo;PRD9274;Chinelo Pro;37;TAM37;83;R$ 399,13;Esportivo;Unissex;Rosa;CORROS;15/06/2024
Sapato;PRD5957;Sapato Urban;40;TAM40;48;R$ 772,40;Infantil;Unissex;Preto;CORPRE;26/01/2025
Bota;PRD3199;Bota Urban;34;TAM34;95;R$ 565,72;Social;Infantil;Preto;CORPRE;13/10/2024
Sapatênis;PRD2896;Sapatênis Pro;34;TAM34;85;R$ 723,14;Aventura;Infantil;Amarelo;CORAMA;25/05/2024
Sandália;PRD2638;Sandália Lite;34;TAM34;25;R$ 176,09;Aventura;Feminino;Bege;CORBEG;06/12/2024
Bota;PRD1629;Bota Urban;36;TAM36;28;R$ 686,41;Esportivo;Masculino;Azul;CORAZU;23/03/2024
Bota;PRD1079;Bota Pro;39;TAM39;76;R$ 410,43;Esportivo;Feminino;Cinza;CORCIN;03/03/2024
Tênis;PRD9185;Tênis Lite;41;TAM41;47;R$ 719,95;Casual;Masculino;Vermelho;CORVER;28/11/2024
Bota;PRD9322;Bota Lite;35;TAM35;84;R$ 115,82;Infantil;Masculino;Vermelho;CORVER;13/12/2024
Bota;PRD3639;Bota Urban;39;TAM39;42;R$ 595,34;Aventura;Unissex;Branco;CORBRA;04/05/2024
Sapatênis;PRD2147;Sapatênis Pro;41;TAM41;49;R$ 194,64;Social;Infantil;Bege;CORBEG;12/03/2024
Chuteira;PRD6815;Chuteira Max;42;TAM42;17;R$ 520,65;Casual;Feminino;Preto;CORPRE;16/10/2024
Tênis;PRD7302;Tênis Urban;38;TAM38;11;R$ 483,73;Esportivo;Unissex;Branco;CORBRA;05/08/2024
Sapatênis;PRD6459;Sapatênis Flex;38;TAM38;98;R$ 634,31;Aventura;Feminino;Azul;CORAZU;17/04/2024
Chuteira;PRD4177;Chuteira Flex;44;TAM44;51;R$ 440,65;Social;Feminino;Bege;CORBEG;04/06/2024
Papete;PRD2968;Papete Urban;34;TAM34;3;R$ 125,44;Aventura;Feminino;Azul;CORAZU;02/02/2024
Bota;PRD4708;Bota Lite;44;TAM44;26;R$ 228,01;Esportivo;Infantil;Rosa;CORROS;18/04/2024
Sandália;PRD8139;Sandália Urban;34;TAM34;31;R$ 686,11;Social;Feminino;Bege;CORBEG;13/03/2024
Sapatênis;PRD2887;Sapatênis Runner;42;TAM42;96;R$ 750,72;Aventura;Unissex;Azul;CORAZU;10/05/2024
Chinelo;PRD7889;Chinelo Pro;37;TAM37;33;R$ 500,11;Infantil;Infantil;Vermelho;CORVER;31/10/2024
Sapatênis;PRD9531;Sapatênis Lite;42;TAM42;36;R$ 678,81;Social;Feminino;Branco;CORBRA;22/09/2024
Sapatênis;PRD5311;Sapatênis Pro;40;TAM40;47;R$ 449,41;Esportivo;Infantil;Azul;CORAZU;23/01/2025
Sapato;PRD4752;Sapato Urban;41;TAM41;47;R$ 234,10;Infantil;Masculino;Preto;CORPRE;22/02/2024
Mocassim;PRD1094;Mocassim Pro;37;TAM37;14;R$ 669,19;Infantil;Masculino;Branco;CORBRA;09/01/2024
Bota;PRD8271;Bota Comfort;42;TAM42;69;R$ 199,14;Infantil;Masculino;Amarelo;CORAMA;22/01/2025
Papete;PRD4672;Papete Comfort;36;TAM36;91;R$ 101,51;Social;Masculino;Amarelo;CORAMA;22/08/2024
Sapatênis;PRD5045;Sapatênis Flex;39;TAM39;58;R$ 243,62;Aventura;Masculino;Verde;CORVER;19/11/2024
Crocs;PRD6276;Crocs Runner;34;TAM34;33;R$ 441,06;Casual;Infantil;Rosa;CORROS;31/01/2025
Mocassim;PRD3385;Mocassim Lite;36;TAM36;79;R$ 423,20;Casual;Masculino;Rosa;CORROS;20/09/2024
Sandália;PRD9361;Sandália Lite;36;TAM36;28;R$ 293,65;Esportivo;Feminino;Preto;CORPRE;08/10/2024
Mocassim;PRD4925;Mocassim Flex;36;TAM36;1;R$ 521,89;Social;Masculino;Azul;CORAZU;13/06/2024
Papete;PRD3221;Papete Flex;40;TAM40;56;R$ 754,51;Aventura;Masculino;Marrom;CORMAR;26/10/2024
Papete;PRD5175;Papete Max;37;TAM37;95;R$ 120,96;Casual;Infantil;Cinza;CORCIN;07/08/2024
Tênis;PRD3528;Tênis Runner;35;TAM35;86;R$ 181,73;Infantil;Infantil;Marrom;CORMAR;08/06/2024
Papete;PRD5173;Papete Pro;36;TAM36;64;R$ 567,65;Casual;Unissex;Bege;CORBEG;25/06/2024
Crocs;PRD7279;Crocs Lite;35;TAM35;96;R$ 482,31;Infantil;Infantil;Preto;CORPRE;22/09/2024
